patch_index,row,col,split,valid_pixels,change_pixels,no_change_pixels,builtup_pixels,veg_loss_pixels,veg_gain_pixels,other_pixels,change_fraction,builtup_fraction,mean_uncertainty_all,mean_uncertainty_change,mean_uncertainty_nochange,centroid_x,centroid_y
241,2304,4096,train,65536,9332,56204,3961,1748,1247,2376,0.14239501953125,0.0604400634765625,0.044286392629146576,0.11907405406236649,0.03186879679560661,77.12944012603053,28.732255036449246
242,2304,4352,train,65536,9268,56268,3901,1030,1990,2347,0.14141845703125,0.0595245361328125,0.037891585379838943,0.09823828935623169,0.027951771393418312,77.15243699730398,28.732255036449246
243,2304,4608,train,65536,8986,56550,4654,1043,1749,1540,0.137115478515625,0.071014404296875,0.0370742529630661,0.10465158522129059,0.02633597142994404,77.17543386857744,28.732255036449246
244,2304,4864,train,65536,8241,57295,3850,843,1733,1815,0.1257476806640625,0.058746337890625,0.03590516746044159,0.08805976808071136,0.02840353548526764,77.1984307398509,28.732255036449246
245,2304,5120,train,65536,10307,55229,5728,1262,2491,826,0.1572723388671875,0.08740234375,0.02862490899860859,0.07123371958732605,0.020673125982284546,77.22142761112437,28.732255036449246
246,2304,5376,train,65536,11027,54509,7787,376,2185,679,0.1682586669921875,0.1188201904296875,0.04681634530425072,0.12634159624576569,0.03072863258421421,77.24442448239782,28.732255036449246
247,2304,5632,train,65536,9223,56313,4128,1321,1225,2549,0.1407318115234375,0.06298828125,0.035999126732349396,0.0872909352183342,0.027598503977060318,77.26742135367128,28.732255036449246
248,2304,5888,train,65536,9032,56504,3725,1642,726,2939,0.1378173828125,0.0568389892578125,0.050120946019887924,0.12465695291757584,0.03820658102631569,77.29041822494474,28.732255036449246
249,2304,6144,train,65536,8056,57480,3946,792,1860,1458,0.1229248046875,0.060211181640625,0.030673541128635406,0.08488235622644424,0.023076007142663002,77.31341509621821,28.732255036449246
250,2560,0,train,65536,8987,56549,4630,269,3785,303,0.1371307373046875,0.070648193359375,0.0293575469404459,0.0778786689043045,0.021646369248628616,76.76149018565516,28.709258165175786
251,2560,256,train,65536,8543,56993,4123,15,4349,56,0.1303558349609375,0.0629119873046875,0.03059532307088375,0.08727400004863739,0.022099440917372704,76.78448705692863,28.709258165175786
252,2560,512,train,65536,8703,56833,4117,332,4171,83,0.1327972412109375,0.0628204345703125,0.02793530374765396,0.08287189900875092,0.01952270418405533,76.80748392820209,28.709258165175786
253,2560,768,train,65536,9353,56183,4403,90,4790,70,0.1427154541015625,0.0671844482421875,0.03297053277492523,0.08567623794078827,0.024196412414312363,76.83048079947555,28.709258165175786
254,2560,1024,train,65536,10593,54943,5559,471,4559,4,0.1616363525390625,0.0848236083984375,0.04980875924229622,0.11872091144323349,0.0365225113928318,76.853477670749,28.709258165175786
255,2560,1280,train,65536,9740,55796,5335,594,3063,748,0.14862060546875,0.0814056396484375,0.0409613773226738,0.09039010852575302,0.032332874834537506,76.87647454202246,28.709258165175786
256,2560,1536,train,65536,9151,56385,5298,606,2745,502,0.1396331787109375,0.080841064453125,0.037833523005247116,0.09784717857837677,0.02809361182153225,76.89947141329593,28.709258165175786
257,2560,1792,train,65536,7593,57943,3786,365,2949,493,0.1158599853515625,0.057769775390625,0.030731748789548874,0.07946094870567322,0.02434615045785904,76.92246828456939,28.709258165175786
258,2560,2048,train,65536,8447,57089,4360,662,3208,217,0.1288909912109375,0.0665283203125,0.030271587893366814,0.06947378069162369,0.024471154436469078,76.94546515584284,28.709258165175786
259,2560,2304,train,65536,9691,55845,4809,76,4745,61,0.1478729248046875,0.0733795166015625,0.031706538051366806,0.07365426421165466,0.02442718856036663,76.9684620271163,28.709258165175786
260,2560,2560,train,64711,8795,55916,4159,309,4281,46,0.1359119778708411,0.06427037134335739,0.02519538253545761,0.06218823045492172,0.01937679573893547,76.99145889838977,28.709258165175786
261,2560,2816,train,65500,12057,53443,5489,11,6550,7,0.1840763358778626,0.08380152671755725,0.04551084339618683,0.10006345808506012,0.03320351243019104,77.01445576966323,28.709258165175786
262,2560,3072,train,65536,10399,55137,5924,1003,1714,1758,0.1586761474609375,0.09039306640625,0.040792085230350494,0.09503886848688126,0.030560985207557678,77.03745264093668,28.709258165175786
263,2560,3328,train,65536,9436,56100,5110,1443,1275,1608,0.14398193359375,0.077972412109375,0.042990557849407196,0.11761968582868576,0.03043796308338642,77.06044951221014,28.709258165175786
264,2560,3584,train,65536,8835,56701,3370,1382,1292,2791,0.1348114013671875,0.051422119140625,0.04030121862888336,0.1024249717593193,0.030621258541941643,77.0834463834836,28.709258165175786
265,2560,3840,train,65536,9519,56017,3708,1762,910,3139,0.1452484130859375,0.05657958984375,0.046269118785858154,0.11676694452762604,0.03428938612341881,77.10644325475707,28.709258165175786
266,2560,4096,train,65536,9340,56196,3902,1778,896,2764,0.14251708984375,0.059539794921875,0.048129186034202576,0.12223361432552338,0.03581273555755615,77.12944012603053,28.709258165175786
267,2560,4352,train,65536,8286,57250,3698,1227,1111,2250,0.126434326171875,0.056427001953125,0.03740286827087402,0.09691035002470016,0.02879013679921627,77.15243699730398,28.709258165175786
268,2560,4608,train,65536,9201,56335,3753,1434,1581,2433,0.1403961181640625,0.0572662353515625,0.04272446036338806,0.11587992310523987,0.030776234343647957,77.17543386857744,28.709258165175786
269,2560,4864,train,65536,9402,56134,4215,969,2854,1364,0.143463134765625,0.0643157958984375,0.03413901850581169,0.0837051197886467,0.025837088003754616,77.1984307398509,28.709258165175786
270,2560,5120,train,65536,9613,55923,5200,834,2358,1221,0.1466827392578125,0.079345703125,0.03320423513650894,0.07934309542179108,0.025273101404309273,77.22142761112437,28.709258165175786
271,2560,5376,train,65536,9931,55605,5651,1112,2258,910,0.1515350341796875,0.0862274169921875,0.03726775944232941,0.11814569681882858,0.022823035717010498,77.24442448239782,28.709258165175786
272,2560,5632,train,65536,9868,55668,3335,2032,496,4005,0.15057373046875,0.0508880615234375,0.051519475877285004,0.11435238271951675,0.04038139060139656,77.26742135367128,28.709258165175786
273,2560,5888,train,65536,10046,55490,3843,1952,776,3475,0.153289794921875,0.0586395263671875,0.04928172379732132,0.12504573166370392,0.03556528687477112,77.29041822494474,28.709258165175786
274,2560,6144,train,65536,8369,57167,3884,970,1195,2320,0.1277008056640625,0.05926513671875,0.03971538692712784,0.10679685324430466,0.029894955456256866,77.31341509621821,28.709258165175786
275,2816,0,train,65536,9216,56320,4630,34,4517,35,0.140625,0.070648193359375,0.02818404883146286,0.07521871477365494,0.02048746682703495,76.76149018565516,28.686261293902326
276,2816,256,train,65536,7812,57724,3717,49,4005,41,0.11920166015625,0.0567169189453125,0.027489902451634407,0.06899809092283249,0.021872447803616524,76.78448705692863,28.686261293902326
277,2816,512,train,65536,9734,55802,4451,272,4889,122,0.148529052734375,0.0679168701171875,0.03137461096048355,0.08340439200401306,0.02229863405227661,76.80748392820209,28.686261293902326
278,2816,768,train,65536,9871,55665,5033,43,4747,48,0.1506195068359375,0.0767974853515625,0.03248908743262291,0.0736793801188469,0.02518486976623535,76.83048079947555,28.686261293902326
279,2816,1024,train,65226,9961,55265,5285,60,4610,6,0.15271517493024253,0.0810259712384632,0.0432414785027504,0.1053989827632904,0.03203817456960678,76.853477670749,28.686261293902326
280,2816,1280,train,64812,9410,55402,4924,37,4410,39,0.14518916250077146,0.0759735851385546,0.034565821290016174,0.08400464057922363,0.026168664917349815,76.87647454202246,28.686261293902326
281,2816,1536,train,65536,9325,56211,4787,659,3002,877,0.1422882080078125,0.0730438232421875,0.03754749149084091,0.08790108561515808,0.029194187372922897,76.89947141329593,28.686261293902326
282,2816,1792,train,65536,7521,58015,3920,609,1945,1047,0.1147613525390625,0.059814453125,0.03418407961726189,0.08989997208118439,0.026961132884025574,76.92246828456939,28.686261293902326
283,2816,2048,train,65536,8455,57081,4434,986,1788,1247,0.1290130615234375,0.067657470703125,0.038239557296037674,0.10263750702142715,0.028700750321149826,76.94546515584284,28.686261293902326
284,2816,2304,train,65536,8672,56864,5149,526,1997,1000,0.13232421875,0.0785675048828125,0.03381722420454025,0.08801250159740448,0.025552213191986084,76.9684620271163,28.686261293902326
285,2816,2560,train,65536,8849,56687,4740,640,2829,640,0.1350250244140625,0.07232666015625,0.03599721938371658,0.09791910648345947,0.026331039145588875,76.99145889838977,28.686261293902326
286,2816,2816,train,64832,10236,54596,5314,493,4169,260,0.15788499506416584,0.08196569595261599,0.04521915689110756,0.11193621158599854,0.03271063044667244,77.01445576966323,28.686261293902326
287,2816,3072,train,65516,10240,55276,6165,1141,821,2113,0.1562976982721778,0.09409915135234141,0.05818650498986244,0.1554066389799118,0.040176261216402054,77.03745264093668,28.686261293902326
288,2816,3328,train,65536,9577,55959,3455,1668,1269,3185,0.1461334228515625,0.0527191162109375,0.04225355014204979,0.10902374982833862,0.030826283618807793,77.06044951221014,28.686261293902326
289,2816,3584,train,65536,9334,56202,3712,1567,1542,2513,0.142425537109375,0.056640625,0.04860571026802063,0.12316465377807617,0.036222994327545166,77.0834463834836,28.686261293902326
290,2816,3840,train,65536,9414,56122,4596,1477,1049,2292,0.143646240234375,0.07012939453125,0.037383005023002625,0.09062286466360092,0.02845245786011219,77.10644325475707,28.686261293902326
291,2816,4096,train,65536,9278,56258,4177,1471,1109,2521,0.141571044921875,0.0637359619140625,0.04194037616252899,0.10181047767400742,0.03206667676568031,77.12944012603053,28.686261293902326
292,2816,4352,train,65536,9231,56305,4017,1584,1115,2515,0.1408538818359375,0.0612945556640625,0.04060883820056915,0.11014124006032944,0.029209252446889877,77.15243699730398,28.686261293902326
293,2816,4608,train,65536,9585,55951,3954,1846,1169,2616,0.1462554931640625,0.060333251953125,0.03926711529493332,0.09882956743240356,0.029063435271382332,77.17543386857744,28.686261293902326
294,2816,4864,train,65536,9335,56201,3896,1645,1312,2482,0.1424407958984375,0.0594482421875,0.04416391998529434,0.10664526373147964,0.033785752952098846,77.1984307398509,28.686261293902326
295,2816,5120,train,65536,9978,55558,5782,1369,1259,1568,0.152252197265625,0.088226318359375,0.037317220121622086,0.0907813161611557,0.027715278789401054,77.22142761112437,28.686261293902326
296,2816,5376,train,65536,10434,55102,4820,2220,3038,356,0.159210205078125,0.07354736328125,0.044118482619524,0.10412156581878662,0.03275642544031143,77.24442448239782,28.686261293902326
297,2816,5632,train,65536,8981,56555,3077,1130,1253,3521,0.1370391845703125,0.0469512939453125,0.04249846935272217,0.11148133128881454,0.03154391422867775,77.26742135367128,28.686261293902326
298,2816,5888,train,65536,9091,56445,3259,1219,1352,3261,0.1387176513671875,0.0497283935546875,0.047844965010881424,0.12450626492500305,0.035497941076755524,77.29041822494474,28.686261293902326
299,2816,6144,train,65536,9005,56531,3950,1213,1479,2363,0.1374053955078125,0.060272216796875,0.03721369430422783,0.10428209602832794,0.026530157774686813,77.31341509621821,28.686261293902326
300,3072,0,train,65536,7389,58147,3605,145,3598,41,0.1127471923828125,0.0550079345703125,0.02703043445944786,0.08881709724664688,0.019178928807377815,76.76149018565516,28.663264422628867
301,3072,256,train,65536,9913,55623,4705,41,5120,47,0.1512603759765625,0.0717926025390625,0.03109006956219673,0.08882182091474533,0.020801251754164696,76.78448705692863,28.663264422628867
302,3072,512,train,65536,10565,54971,5459,147,4938,21,0.1612091064453125,0.0832977294921875,0.03072478622198105,0.08213899284601212,0.020843373611569405,76.80748392820209,28.663264422628867
303,3072,768,train,65536,9354,56182,4219,52,5045,38,0.142730712890625,0.0643768310546875,0.025505544617772102,0.07514382153749466,0.017241040244698524,76.83048079947555,28.663264422628867
304,3072,1024,train,65405,8485,56920,4459,110,3725,191,0.12973014295543153,0.06817521596208241,0.03202579915523529,0.09286618232727051,0.022956399247050285,76.853477670749,28.663264422628867
305,3072,1280,train,65536,7735,57801,3928,330,3120,357,0.1180267333984375,0.0599365234375,0.03269370272755623,0.10132932662963867,0.023508798331022263,76.87647454202246,28.663264422628867
306,3072,1536,train,65536,9244,56292,6158,245,2621,220,0.14105224609375,0.093963623046875,0.032109156250953674,0.08118553459644318,0.024050073698163033,76.89947141329593,28.663264422628867
307,3072,1792,train,65536,9787,55749,5538,417,3654,178,0.1493377685546875,0.084503173828125,0.024142898619174957,0.07537145912647247,0.015149484388530254,76.92246828456939,28.663264422628867
308,3072,2048,train,65536,9771,55765,4970,71,4668,62,0.1490936279296875,0.075836181640625,0.023258181288838387,0.05805377662181854,0.01716138795018196,76.94546515584284,28.663264422628867
309,3072,2304,train,65536,10924,54612,5422,15,5477,10,0.16668701171875,0.082733154296875,0.026427678763866425,0.06790164858102798,0.018131667748093605,76.9684620271163,28.663264422628867
310,3072,2560,train,65536,10630,54906,5186,16,5419,9,0.162200927734375,0.079132080078125,0.02650514803826809,0.06787653267383575,0.018495498225092888,76.99145889838977,28.663264422628867
311,3072,2816,train,65536,9616,55920,5304,220,3777,315,0.146728515625,0.0809326171875,0.03683746978640556,0.0981527641415596,0.026293696835637093,77.01445576966323,28.663264422628867
312,3072,3072,train,65536,9722,55814,5128,922,2923,749,0.148345947265625,0.0782470703125,0.03989557549357414,0.10041055828332901,0.02935473620891571,77.03745264093668,28.663264422628867
313,3072,3328,train,65536,9067,56469,4007,1750,1003,2307,0.1383514404296875,0.0611419677734375,0.042037203907966614,0.1112886443734169,0.03091777302324772,77.06044951221014,28.663264422628867
314,3072,3584,train,65536,9298,56238,4356,1607,1360,1975,0.141876220703125,0.06646728515625,0.034955158829689026,0.08594712615013123,0.026524504646658897,77.0834463834836,28.663264422628867
315,3072,3840,train,65536,8565,56971,3474,2007,760,2324,0.1306915283203125,0.053009033203125,0.04072219505906105,0.09724729508161545,0.03222423046827316,77.10644325475707,28.663264422628867
316,3072,4096,train,65536,9768,55768,4004,1943,1003,2818,0.1490478515625,0.06109619140625,0.04569846764206886,0.11333800852298737,0.03385111317038536,77.12944012603053,28.663264422628867
317,3072,4352,train,65536,9217,56319,3648,2186,1324,2059,0.1406402587890625,0.0556640625,0.040068015456199646,0.11329954117536545,0.028083162382245064,77.15243699730398,28.663264422628867
318,3072,4608,train,65536,9077,56459,3559,2006,671,2841,0.1385040283203125,0.0543060302734375,0.04899044707417488,0.1405278593301773,0.03427383676171303,77.17543386857744,28.663264422628867
319,3072,4864,train,65536,8652,56884,4136,1311,835,2370,0.13201904296875,0.0631103515625,0.04311137646436691,0.11948276311159134,0.03149536997079849,77.1984307398509,28.663264422628867
320,3072,5120,train,65536,9197,56339,3891,1540,1086,2680,0.1403350830078125,0.0593719482421875,0.04761743173003197,0.12764587998390198,0.034553270787000656,77.22142761112437,28.663264422628867
321,3072,5376,train,65536,10661,54875,6358,1493,1356,1454,0.1626739501953125,0.097015380859375,0.03943087160587311,0.10476847738027573,0.026737218722701073,77.24442448239782,28.663264422628867
322,3072,5632,train,65536,9608,55928,4587,1112,1452,2457,0.1466064453125,0.0699920654296875,0.04001415893435478,0.10542309284210205,0.028777405619621277,77.26742135367128,28.663264422628867
323,3072,5888,train,65536,9468,56068,3651,1455,1496,2866,0.14447021484375,0.0557098388671875,0.04151897877454758,0.10457588732242584,0.030870787799358368,77.29041822494474,28.663264422628867
324,3072,6144,train,65536,9091,56445,4249,1335,1145,2362,0.1387176513671875,0.0648345947265625,0.04317930340766907,0.11264324933290482,0.03199148178100586,77.31341509621821,28.663264422628867
325,3328,0,train,65536,9616,55920,5121,17,4448,30,0.146728515625,0.0781402587890625,0.03136878460645676,0.0848909392952919,0.022165115922689438,76.76149018565516,28.640267551355407
326,3328,256,train,65536,7830,57706,3999,80,3671,80,0.119476318359375,0.0610198974609375,0.027003556489944458,0.076268769800663,0.02031887136399746,76.78448705692863,28.640267551355407
327,3328,512,train,65536,9465,56071,5173,293,3889,110,0.1444244384765625,0.0789337158203125,0.030090605840086937,0.07300864160060883,0.022845875471830368,76.80748392820209,28.640267551355407
328,3328,768,train,65536,8931,56605,3948,134,4833,16,0.1362762451171875,0.06024169921875,0.023614706471562386,0.06523046642541885,0.0170486718416214,76.83048079947555,28.640267551355407
329,3328,1024,train,65536,11286,54250,5544,2,5740,0,0.172210693359375,0.0845947265625,0.045795828104019165,0.09132430702447891,0.03632422536611557,76.853477670749,28.640267551355407
330,3328,1280,train,65536,10014,55522,5932,504,3207,371,0.152801513671875,0.09051513671875,0.028002198785543442,0.06631837785243988,0.021091455593705177,76.87647454202246,28.640267551355407
331,3328,1536,train,65536,11665,53871,6221,369,4854,221,0.1779937744140625,0.0949249267578125,0.03539972007274628,0.09069404751062393,0.023426515981554985,76.89947141329593,28.640267551355407
332,3328,1792,train,65536,9664,55872,4414,24,5216,10,0.1474609375,0.067352294921875,0.022609155625104904,0.06491795927286148,0.015291139483451843,76.92246828456939,28.640267551355407
333,3328,2048,train,65536,9648,55888,5173,69,4333,73,0.147216796875,0.0789337158203125,0.023559492081403732,0.056561850011348724,0.017862262204289436,76.94546515584284,28.640267551355407
334,3328,2304,train,65536,10081,55455,5603,133,4165,180,0.1538238525390625,0.0854949951171875,0.024909483268857002,0.06416431814432144,0.01777346432209015,76.9684620271163,28.640267551355407
335,3328,2560,train,65536,10465,55071,5137,62,5190,76,0.1596832275390625,0.0783843994140625,0.027929799631237984,0.06737416237592697,0.020434290170669556,76.99145889838977,28.640267551355407
336,3328,2816,train,65536,9161,56375,4900,821,2162,1278,0.1397857666015625,0.07476806640625,0.03282865136861801,0.08367286622524261,0.0245664119720459,77.01445576966323,28.640267551355407
337,3328,3072,train,65536,8373,57163,3466,1988,1035,1884,0.1277618408203125,0.052886962890625,0.035382598638534546,0.09822425991296768,0.026177814230322838,77.03745264093668,28.640267551355407
338,3328,3328,train,65536,8787,56749,3754,2346,1178,1509,0.1340789794921875,0.057281494140625,0.038218822330236435,0.09978001564741135,0.028686702251434326,77.06044951221014,28.640267551355407
339,3328,3584,train,65536,8909,56627,3615,1507,1360,2427,0.1359405517578125,0.0551605224609375,0.04066792130470276,0.1042545810341835,0.030663974583148956,77.0834463834836,28.640267551355407
340,3328,3840,train,65536,9227,56309,3637,1732,874,2984,0.1407928466796875,0.0554962158203125,0.05688409134745598,0.13226577639579773,0.044531773775815964,77.10644325475707,28.640267551355407
341,3328,4096,train,65536,9492,56044,3844,1704,866,3078,0.14483642578125,0.05865478515625,0.042329199612140656,0.10073765367269516,0.032436735928058624,77.12944012603053,28.640267551355407
342,3328,4352,train,65536,8132,57404,4005,472,2804,851,0.12408447265625,0.0611114501953125,0.03353286162018776,0.08336443454027176,0.02647358924150467,77.15243699730398,28.640267551355407
343,3328,4608,train,65536,9348,56188,4223,1691,1023,2411,0.14263916015625,0.0644378662109375,0.03711951896548271,0.0873907208442688,0.02875589393079281,77.17543386857744,28.640267551355407
344,3328,4864,train,65536,9823,55713,4976,1417,1178,2252,0.1498870849609375,0.075927734375,0.03587068244814873,0.0973624587059021,0.02502880059182644,77.1984307398509,28.640267551355407
345,3328,5120,train,65536,9389,56147,4147,1600,937,2705,0.1432647705078125,0.0632781982421875,0.042675115168094635,0.10756628215312958,0.03182389959692955,77.22142761112437,28.640267551355407
346,3328,5376,train,65536,9201,56335,4497,1124,1835,1745,0.1403961181640625,0.0686187744140625,0.041329797357320786,0.09131579101085663,0.03316575661301613,77.24442448239782,28.640267551355407
347,3328,5632,train,65536,12170,53366,7283,732,2550,1605,0.185699462890625,0.1111297607421875,0.04417729377746582,0.11466726660728455,0.02810220792889595,77.26742135367128,28.640267551355407
348,3328,5888,train,65536,9589,55947,3833,1428,1262,3066,0.1463165283203125,0.0584869384765625,0.035718806087970734,0.09135042130947113,0.026183858513832092,77.29041822494474,28.640267551355407
349,3328,6144,train,65536,9337,56199,4486,1421,1394,2036,0.1424713134765625,0.068450927734375,0.03998348116874695,0.09908456355333328,0.0301643218845129,77.31341509621821,28.640267551355407
350,3584,0,train,65536,10091,55445,4333,230,5491,37,0.1539764404296875,0.0661163330078125,0.03154359757900238,0.07621261477470398,0.023413827642798424,76.76149018565516,28.617270680081948
351,3584,256,train,65536,9499,56037,4339,81,5063,16,0.1449432373046875,0.0662078857421875,0.0287131667137146,0.06598160415887833,0.022395681589841843,76.78448705692863,28.617270680081948
352,3584,512,train,65536,10138,55398,4867,441,4481,349,0.154693603515625,0.0742645263671875,0.03411037474870682,0.08630406856536865,0.024558769538998604,76.80748392820209,28.617270680081948
353,3584,768,train,65536,10603,54933,5500,228,4866,9,0.1617889404296875,0.08392333984375,0.042842186987400055,0.10762844979763031,0.030337341129779816,76.83048079947555,28.617270680081948
354,3584,1024,train,65536,9907,55629,5331,16,4560,0,0.1511688232421875,0.0813446044921875,0.030647173523902893,0.07109151780605316,0.023444419726729393,76.853477670749,28.617270680081948
355,3584,1280,train,65536,9130,56406,4061,185,4859,25,0.139312744140625,0.0619659423828125,0.027775324881076813,0.08528149873018265,0.01846724934875965,76.87647454202246,28.617270680081948
356,3584,1536,train,65536,10463,55073,5640,32,4734,57,0.1596527099609375,0.0860595703125,0.022799335420131683,0.06454470753669739,0.014868373051285744,76.89947141329593,28.617270680081948
357,3584,1792,train,65536,9723,55813,6549,481,2391,302,0.1483612060546875,0.0999298095703125,0.027660757303237915,0.07769270986318588,0.01894485391676426,76.92246828456939,28.617270680081948
358,3584,2048,train,65536,9116,56420,5753,37,3253,73,0.13909912109375,0.0877838134765625,0.017039911821484566,0.04779602959752083,0.01207052543759346,76.94546515584284,28.617270680081948
359,3584,2304,train,65536,7833,57703,3948,333,3037,515,0.1195220947265625,0.06024169921875,0.022363705560564995,0.0616011843085289,0.017037343233823776,76.9684620271163,28.617270680081948
360,3584,2560,train,65536,7632,57904,4068,800,1993,771,0.116455078125,0.06207275390625,0.03637270629405975,0.11879810690879822,0.025508681312203407,76.99145889838977,28.617270680081948
361,3584,2816,train,65536,8939,56597,4604,958,1923,1454,0.1363983154296875,0.07025146484375,0.04222610965371132,0.09901770949363708,0.03325636684894562,77.01445576966323,28.617270680081948
362,3584,3072,train,65536,10016,55520,4258,1445,1143,3170,0.15283203125,0.064971923828125,0.05068690702319145,0.1114070862531662,0.03973278030753136,77.03745264093668,28.617270680081948
363,3584,3328,train,65536,9890,55646,3359,1627,741,4163,0.150909423828125,0.0512542724609375,0.04747005179524422,0.11098936200141907,0.03618072345852852,77.06044951221014,28.617270680081948
364,3584,3584,train,65536,9694,55842,4051,1840,851,2952,0.147918701171875,0.0618133544921875,0.052970901131629944,0.11931732296943665,0.041453368961811066,77.0834463834836,28.617270680081948
365,3584,3840,train,65536,9967,55569,4387,1587,1130,2863,0.1520843505859375,0.0669403076171875,0.04699574410915375,0.11443478614091873,0.03489970043301582,77.10644325475707,28.617270680081948
366,3584,4096,train,65536,9717,55819,4939,1216,1600,1962,0.1482696533203125,0.0753631591796875,0.04451322928071022,0.11177920550107956,0.03280353173613548,77.12944012603053,28.617270680081948
367,3584,4352,train,65536,9837,55699,4727,999,1410,2701,0.1501007080078125,0.0721282958984375,0.03996283933520317,0.09623266011476517,0.030025023967027664,77.15243699730398,28.617270680081948
368,3584,4608,train,65536,9775,55761,5192,1162,783,2638,0.1491546630859375,0.0792236328125,0.0350949689745903,0.08598022162914276,0.026174696162343025,77.17543386857744,28.617270680081948
369,3584,4864,train,65536,9026,56510,4620,1717,954,1735,0.137725830078125,0.07049560546875,0.046389322727918625,0.10161007940769196,0.03756925091147423,77.1984307398509,28.617270680081948
370,3584,5120,train,65536,8531,57005,4049,1699,1436,1347,0.1301727294921875,0.0617828369140625,0.04094545543193817,0.11131023615598679,0.03041512332856655,77.22142761112437,28.617270680081948
371,3584,5376,train,65536,10563,54973,6914,1101,1229,1319,0.1611785888671875,0.105499267578125,0.036325905472040176,0.09243461489677429,0.02554468624293804,77.24442448239782,28.617270680081948
372,3584,5632,train,65536,10638,54898,7025,763,2129,721,0.162322998046875,0.1071929931640625,0.04870429262518883,0.11749345809221268,0.03537449985742569,77.26742135367128,28.617270680081948
373,3584,5888,train,65536,7744,57792,3420,617,1352,2355,0.1181640625,0.05218505859375,0.03456488996744156,0.1012629047036171,0.025627501308918,77.29041822494474,28.617270680081948
374,3584,6144,train,65536,8687,56849,3790,1000,2070,1827,0.1325531005859375,0.057830810546875,0.042735107243061066,0.11738188564777374,0.031328458338975906,77.31341509621821,28.617270680081948
375,3840,0,train,65536,10176,55360,5896,316,3771,193,0.1552734375,0.0899658203125,0.028571490198373795,0.06963962316513062,0.021022552624344826,76.76149018565516,28.594273808808488
376,3840,256,train,65536,9500,56036,4732,183,4526,59,0.14495849609375,0.07220458984375,0.03840646520256996,0.1079845279455185,0.02661062590777874,76.78448705692863,28.594273808808488
377,3840,512,train,65536,10339,55197,5459,76,4787,17,0.1577606201171875,0.0832977294921875,0.030334994196891785,0.0741288885474205,0.022131917998194695,76.80748392820209,28.594273808808488
378,3840,768,train,65536,9885,55651,4942,147,4774,22,0.1508331298828125,0.075408935546875,0.030953846871852875,0.0801846832036972,0.022209230810403824,76.83048079947555,28.594273808808488
379,3840,1024,train,65536,11024,54512,6014,1722,3156,132,0.168212890625,0.091766357421875,0.03960646316409111,0.09990787506103516,0.027411669492721558,76.853477670749,28.594273808808488
380,3840,1280,train,65536,8486,57050,5002,263,3058,163,0.129486083984375,0.076324462890625,0.02146255597472191,0.0656294971704483,0.01489286869764328,76.87647454202246,28.594273808808488
381,3840,1536,train,65536,7041,58495,3751,38,3047,205,0.1074371337890625,0.0572357177734375,0.01845717988908291,0.05105266347527504,0.01453368365764618,76.89947141329593,28.594273808808488
382,3840,1792,train,65536,7128,58408,3912,181,2657,378,0.1087646484375,0.0596923828125,0.02624204009771347,0.07642193883657455,0.02011818066239357,76.92246828456939,28.594273808808488
383,3840,2048,train,65536,7021,58515,4045,28,2894,54,0.1071319580078125,0.0617218017578125,0.021187234669923782,0.05220964923501015,0.01746496930718422,76.94546515584284,28.594273808808488
384,3840,2304,train,65536,7876,57660,4488,212,2923,253,0.12017822265625,0.0684814453125,0.01877647265791893,0.04985629767179489,0.014531159773468971,76.9684620271163,28.594273808808488
385,3840,2560,train,65536,7161,58375,3518,577,2254,812,0.1092681884765625,0.053680419921875,0.0232829749584198,0.06670581549406052,0.017956195399165154,76.99145889838977,28.594273808808488
386,3840,2816,train,65536,8203,57333,4191,669,2563,780,0.1251678466796875,0.0639495849609375,0.037611741572618484,0.09007561951875687,0.03010539710521698,77.01445576966323,28.594273808808488
387,3840,3072,train,65536,9790,55746,4059,1200,2648,1883,0.149383544921875,0.0619354248046875,0.037187665700912476,0.09070990979671478,0.027788195759058,77.03745264093668,28.594273808808488
388,3840,3328,train,65536,10102,55434,4334,1746,1861,2161,0.154144287109375,0.066131591796875,0.040098633617162704,0.10352016985416412,0.028541026636958122,77.06044951221014,28.594273808808488
389,3840,3584,train,65536,9476,56060,3445,2026,736,3269,0.14459228515625,0.0525665283203125,0.04348557069897652,0.11053813248872757,0.032151464372873306,77.0834463834836,28.594273808808488
390,3840,3840,train,65536,9453,56083,4501,1037,1909,2006,0.1442413330078125,0.0686798095703125,0.043837688863277435,0.11256503313779831,0.032253436744213104,77.10644325475707,28.594273808808488
391,3840,4096,train,65536,9628,55908,4959,1856,1074,1739,0.14691162109375,0.0756683349609375,0.04569587856531143,0.10800367593765259,0.03496576100587845,77.12944012603053,28.594273808808488
392,3840,4352,train,65536,9812,55724,5347,1784,1246,1435,0.14971923828125,0.0815887451171875,0.038441963493824005,0.09935262054204941,0.027716683223843575,77.15243699730398,28.594273808808488
393,3840,4608,train,65536,9241,56295,5057,1543,976,1665,0.1410064697265625,0.0771636962890625,0.03506048023700714,0.08961646258831024,0.026104947552084923,77.17543386857744,28.594273808808488
394,3840,4864,train,65536,8732,56804,4349,2018,865,1500,0.13323974609375,0.0663604736328125,0.03938079997897148,0.1065714955329895,0.029052143916487694,77.1984307398509,28.594273808808488
