patch_index,row,col,split,valid_pixels,change_pixels,no_change_pixels,builtup_pixels,veg_loss_pixels,veg_gain_pixels,other_pixels,change_fraction,builtup_fraction,mean_uncertainty_all,mean_uncertainty_change,mean_uncertainty_nochange,centroid_x,centroid_y
499,4864,6144,train,65536,9325,56211,4689,833,2436,1367,0.1422882080078125,0.0715484619140625,0.04323723167181015,0.1204187422990799,0.030433377251029015,77.31341509621821,28.50228632371465
500,5120,0,train,65536,9294,56242,5436,90,3238,530,0.141815185546875,0.08294677734375,0.02648455835878849,0.07480272650718689,0.01849997229874134,76.76149018565516,28.47928945244119
501,5120,256,train,65536,8428,57108,5459,67,2700,202,0.12860107421875,0.0832977294921875,0.021234745159745216,0.05248760059475899,0.016622448340058327,76.78448705692863,28.47928945244119
502,5120,512,train,65536,9533,56003,5891,77,3504,61,0.1454620361328125,0.0898895263671875,0.021741099655628204,0.060202524065971375,0.015194079838693142,76.80748392820209,28.47928945244119
503,5120,768,train,65536,11023,54513,7258,35,3645,85,0.1681976318359375,0.110748291015625,0.021734286099672318,0.050916582345962524,0.015833372250199318,76.83048079947555,28.47928945244119
504,5120,1024,train,65536,11382,54154,6347,3116,1807,112,0.173675537109375,0.0968475341796875,0.03772471100091934,0.09336549043655396,0.026030227541923523,76.853477670749,28.47928945244119
505,5120,1280,train,65536,10491,55045,7195,280,2871,145,0.1600799560546875,0.1097869873046875,0.03490612655878067,0.08337841928005219,0.025667818263173103,76.87647454202246,28.47928945244119
506,5120,1536,train,65536,8782,56754,5090,142,3432,118,0.134002685546875,0.077667236328125,0.022741306573152542,0.06140444427728653,0.016758648678660393,76.89947141329593,28.47928945244119
507,5120,1792,train,65536,9465,56071,4707,741,3843,174,0.1444244384765625,0.0718231201171875,0.03431411460042,0.09313348680734634,0.024385178461670876,76.92246828456939,28.47928945244119
508,5120,2048,train,65536,10316,55220,5364,1127,3665,160,0.15740966796875,0.08184814453125,0.032582350075244904,0.08884753286838531,0.022071097046136856,76.94546515584284,28.47928945244119
509,5120,2304,train,65536,9516,56020,5069,390,3620,437,0.14520263671875,0.0773468017578125,0.03844828903675079,0.09215646237134933,0.02932499162852764,76.9684620271163,28.47928945244119
510,5120,2560,train,65536,8770,56766,5310,450,2203,807,0.133819580078125,0.081024169921875,0.03543412685394287,0.08081503212451935,0.02842305414378643,76.99145889838977,28.47928945244119
511,5120,2816,train,65536,9269,56267,4180,1663,1350,2076,0.1414337158203125,0.06378173828125,0.04359742999076843,0.09990090131759644,0.03432242572307587,77.01445576966323,28.47928945244119
512,5120,3072,train,65536,8743,56793,4306,1469,1058,1910,0.1334075927734375,0.065704345703125,0.04359227418899536,0.11619692295789719,0.032415151596069336,77.03745264093668,28.47928945244119
513,5120,3328,train,65536,8452,57084,4287,1617,1048,1500,0.12896728515625,0.0654144287109375,0.04194936156272888,0.10262835770845413,0.032965078949928284,77.06044951221014,28.47928945244119
514,5120,3584,train,65536,10184,55352,4371,2359,1309,2145,0.1553955078125,0.0666961669921875,0.039792418479919434,0.09434428066015244,0.02975563518702984,77.0834463834836,28.47928945244119
515,5120,3840,train,65536,9780,55756,5126,1027,1583,2044,0.14923095703125,0.078216552734375,0.03699645400047302,0.09187763929367065,0.027369901537895203,77.10644325475707,28.47928945244119
516,5120,4096,train,65536,8427,57109,4192,865,1694,1676,0.1285858154296875,0.06396484375,0.033559683710336685,0.08955217152833939,0.025297436863183975,77.12944012603053,28.47928945244119
517,5120,4352,train,65536,8116,57420,4513,716,2396,491,0.12384033203125,0.0688629150390625,0.034298889338970184,0.0948740616440773,0.02573692612349987,77.15243699730398,28.47928945244119
518,5120,4608,train,65536,8305,57231,4129,1054,2341,781,0.1267242431640625,0.0630035400390625,0.03323299437761307,0.09257517755031586,0.024621635675430298,77.17543386857744,28.47928945244119
519,5120,4864,train,65536,7880,57656,3488,861,2581,950,0.1202392578125,0.05322265625,0.030729427933692932,0.08143489807844162,0.02379937656223774,77.1984307398509,28.47928945244119
520,5120,5120,train,65536,9232,56304,4682,529,2386,1635,0.140869140625,0.071441650390625,0.03555046766996384,0.09035969525575638,0.026563558727502823,77.22142761112437,28.47928945244119
521,5120,5376,train,65536,9525,56011,4890,488,1957,2190,0.1453399658203125,0.074615478515625,0.038206882774829865,0.09360203891992569,0.02878660522401333,77.24442448239782,28.47928945244119
522,5120,5632,train,65536,8164,57372,4101,240,3034,789,0.12457275390625,0.0625762939453125,0.03406184911727905,0.09999310970306396,0.024679873138666153,77.26742135367128,28.47928945244119
523,5120,5888,train,65536,8742,56794,4068,1769,1726,1179,0.133392333984375,0.06207275390625,0.046084921807050705,0.11676627397537231,0.03520531579852104,77.29041822494474,28.47928945244119
524,5120,6144,train,65536,8853,56683,4223,1307,1694,1629,0.1350860595703125,0.0644378662109375,0.04101838544011116,0.1054188534617424,0.03096003830432892,77.31341509621821,28.47928945244119
525,5376,0,train,65536,6946,58590,4027,125,2390,404,0.105987548828125,0.0614471435546875,0.026085997000336647,0.058772843331098557,0.022210881114006042,76.76149018565516,28.45629258116773
526,5376,256,train,65536,7359,58177,4379,51,2635,294,0.1122894287109375,0.0668182373046875,0.021524233743548393,0.06919882446527481,0.015493719838559628,76.78448705692863,28.45629258116773
527,5376,512,train,65536,8493,57043,5298,80,3066,49,0.1295928955078125,0.080841064453125,0.017735224217176437,0.04496989771723747,0.013680316507816315,76.80748392820209,28.45629258116773
528,5376,768,train,65536,10116,55420,6619,288,2863,346,0.15435791015625,0.1009979248046875,0.02653542533516884,0.066435806453228,0.019252272322773933,76.83048079947555,28.45629258116773
529,5376,1024,train,65536,10171,55365,6159,360,3625,27,0.1551971435546875,0.0939788818359375,0.022070011124014854,0.05519428849220276,0.01598481275141239,76.853477670749,28.45629258116773
530,5376,1280,train,65536,7910,57626,4732,63,2917,198,0.120697021484375,0.07220458984375,0.02359752729535103,0.06755305081605911,0.017563994973897934,76.87647454202246,28.45629258116773
531,5376,1536,train,65536,8836,56700,5063,48,3639,86,0.13482666015625,0.0772552490234375,0.02837134338915348,0.06937163323163986,0.021981948986649513,76.89947141329593,28.45629258116773
532,5376,1792,train,65536,9845,55691,5833,53,3916,43,0.1502227783203125,0.0890045166015625,0.021656015887856483,0.06678859144449234,0.013677524402737617,76.92246828456939,28.45629258116773
533,5376,2048,train,65536,9676,55860,6608,82,2798,188,0.14764404296875,0.100830078125,0.020847614854574203,0.052937641739845276,0.015289021655917168,76.94546515584284,28.45629258116773
534,5376,2304,train,65536,7461,58075,4349,470,2237,405,0.1138458251953125,0.0663604736328125,0.031511686742305756,0.07108206301927567,0.02642800845205784,76.9684620271163,28.45629258116773
535,5376,2560,train,65536,9297,56239,4003,1006,2552,1736,0.1418609619140625,0.0610809326171875,0.04295936971902847,0.09064726531505585,0.035075969994068146,76.99145889838977,28.45629258116773
536,5376,2816,train,65536,9908,55628,3879,1532,1494,3003,0.15118408203125,0.0591888427734375,0.0455174446105957,0.12059342861175537,0.032145533710718155,77.01445576966323,28.45629258116773
537,5376,3072,train,65536,8910,56626,4006,1766,1261,1877,0.135955810546875,0.061126708984375,0.04468124359846115,0.11687967926263809,0.03332094848155975,77.03745264093668,28.45629258116773
538,5376,3328,train,65536,10068,55468,4253,2276,1389,2150,0.15362548828125,0.0648956298828125,0.04562510922551155,0.10534460842609406,0.034785423427820206,77.06044951221014,28.45629258116773
539,5376,3584,train,65536,10054,55482,4213,2450,1576,1815,0.153411865234375,0.0642852783203125,0.03887719288468361,0.09632081538438797,0.028467722237110138,77.0834463834836,28.45629258116773
540,5376,3840,train,65536,10007,55529,5228,1009,2474,1296,0.1526947021484375,0.07977294921875,0.041542477905750275,0.09878429025411606,0.031226808205246925,77.10644325475707,28.45629258116773
541,5376,4096,train,65536,10250,55286,5306,503,2927,1514,0.156402587890625,0.080963134765625,0.03939172253012657,0.09499405324459076,0.029083071276545525,77.12944012603053,28.45629258116773
542,5376,4352,train,65536,8543,56993,3596,736,2880,1331,0.1303558349609375,0.05487060546875,0.035867199301719666,0.09015432000160217,0.02772979810833931,77.15243699730398,28.45629258116773
543,5376,4608,train,65536,8479,57057,4288,862,2363,966,0.1293792724609375,0.0654296875,0.02868625894188881,0.07645300775766373,0.02158784307539463,77.17543386857744,28.45629258116773
544,5376,4864,train,65536,8243,57293,3957,1506,1785,995,0.1257781982421875,0.0603790283203125,0.03802734613418579,0.08400344103574753,0.03141256049275398,77.1984307398509,28.45629258116773
545,5376,5120,train,65536,9761,55775,5361,316,3042,1042,0.1489410400390625,0.0818023681640625,0.03294990956783295,0.08565583825111389,0.02372601628303528,77.22142761112437,28.45629258116773
546,5376,5376,train,65536,8707,56829,4039,599,2440,1629,0.1328582763671875,0.0616302490234375,0.03998999670147896,0.10768977552652359,0.029617441818118095,77.24442448239782,28.45629258116773
547,5376,5632,train,65536,7989,57547,3942,815,1877,1355,0.1219024658203125,0.060150146484375,0.040188148617744446,0.13243836164474487,0.027381448075175285,77.26742135367128,28.45629258116773
548,5376,5888,train,65536,9934,55602,4819,1632,2115,1368,0.151580810546875,0.0735321044921875,0.0377868190407753,0.09313759952783585,0.027897700667381287,77.29041822494474,28.45629258116773
549,5376,6144,train,65536,9236,56300,4318,1209,2510,1199,0.14093017578125,0.065887451171875,0.0417960025370121,0.10241421312093735,0.03185160458087921,77.31341509621821,28.45629258116773
550,5632,0,train,65536,5838,59698,3253,91,2069,425,0.089080810546875,0.0496368408203125,0.02183106727898121,0.06009254232048988,0.01808939129114151,76.76149018565516,28.43329570989427
551,5632,256,train,65536,6007,59529,3212,121,2365,309,0.0916595458984375,0.04901123046875,0.020711230114102364,0.058822643011808395,0.016865450888872147,76.78448705692863,28.43329570989427
552,5632,512,train,65536,7158,58378,3965,98,2722,373,0.109222412109375,0.0605010986328125,0.0198750551789999,0.06250973045825958,0.014647419564425945,76.80748392820209,28.43329570989427
553,5632,768,train,65536,9490,56046,5095,56,4313,26,0.144805908203125,0.0777435302734375,0.024097243323922157,0.06022438034415245,0.01798000931739807,76.83048079947555,28.43329570989427
554,5632,1024,train,65536,9169,56367,5483,27,3643,16,0.1399078369140625,0.0836639404296875,0.0175811555236578,0.04131711274385452,0.013720120303332806,76.853477670749,28.43329570989427
555,5632,1280,train,65536,8359,57177,5500,84,2611,164,0.1275482177734375,0.08392333984375,0.017688168212771416,0.047701478004455566,0.013300368562340736,76.87647454202246,28.43329570989427
556,5632,1536,train,65536,10045,55491,6541,28,3418,58,0.1532745361328125,0.0998077392578125,0.018071161583065987,0.04402624070644379,0.013372763991355896,76.89947141329593,28.43329570989427
557,5632,1792,train,65536,8789,56747,5518,198,2850,223,0.1341094970703125,0.084197998046875,0.021351490169763565,0.055772002786397934,0.016020428389310837,76.92246828456939,28.43329570989427
558,5632,2048,train,65536,8315,57221,4705,503,2489,618,0.1268768310546875,0.0717926025390625,0.029614079743623734,0.07069139182567596,0.023644981905817986,76.94546515584284,28.43329570989427
559,5632,2304,train,65536,8597,56939,5304,590,2188,515,0.1311798095703125,0.0809326171875,0.0373283289372921,0.09072175621986389,0.029266659170389175,76.9684620271163,28.43329570989427
560,5632,2560,train,65536,8528,57008,3919,1271,1709,1629,0.130126953125,0.0597991943359375,0.04649164527654648,0.115207239985466,0.036212265491485596,76.99145889838977,28.43329570989427
561,5632,2816,train,65536,8893,56643,4223,1187,1867,1616,0.1356964111328125,0.0644378662109375,0.03744714707136154,0.09534558653831482,0.028357041999697685,77.01445576966323,28.43329570989427
562,5632,3072,train,65536,9398,56138,4180,1861,1586,1771,0.143402099609375,0.06378173828125,0.043669987469911575,0.11497630923986435,0.031732674688100815,77.03745264093668,28.43329570989427
563,5632,3328,train,65536,10392,55144,4060,2675,1284,2373,0.1585693359375,0.06195068359375,0.04306216537952423,0.10339625924825668,0.031692080199718475,77.06044951221014,28.43329570989427
564,5632,3584,train,65536,9948,55588,4400,2191,1322,2035,0.15179443359375,0.067138671875,0.04502427577972412,0.1158030703663826,0.03235773742198944,77.0834463834836,28.43329570989427
565,5632,3840,train,65536,10255,55281,4739,2149,1698,1669,0.1564788818359375,0.0723114013671875,0.0425063855946064,0.11170603334903717,0.0296693816781044,77.10644325475707,28.43329570989427
566,5632,4096,train,65536,7703,57833,3876,494,2482,851,0.1175384521484375,0.05914306640625,0.03652980923652649,0.09387018531560898,0.028892425820231438,77.12944012603053,28.43329570989427
567,5632,4352,train,65536,7511,58025,3650,729,2292,840,0.1146087646484375,0.055694580078125,0.027919135987758636,0.07899507135152817,0.021307652816176414,77.15243699730398,28.43329570989427
568,5632,4608,train,65536,7406,58130,4105,617,1800,884,0.113006591796875,0.0626373291015625,0.03161389008164406,0.08137161284685135,0.025274554267525673,77.17543386857744,28.43329570989427
569,5632,4864,train,65536,8348,57188,4411,703,2302,932,0.12738037109375,0.0673065185546875,0.03726944699883461,0.1000024750828743,0.02811201475560665,77.1984307398509,28.43329570989427
570,5632,5120,train,65536,9819,55717,4926,445,2612,1836,0.1498260498046875,0.075164794921875,0.042627040296792984,0.10915609449148178,0.03090263344347477,77.22142761112437,28.43329570989427
571,5632,5376,train,65536,8684,56852,4313,452,2198,1721,0.13250732421875,0.0658111572265625,0.037506550550460815,0.09289234131574631,0.02904651314020157,77.24442448239782,28.43329570989427
572,5632,5632,train,65536,8958,56578,4515,881,1551,2011,0.136688232421875,0.0688934326171875,0.04742076247930527,0.13124535977840424,0.03414880484342575,77.26742135367128,28.43329570989427
573,5632,5888,train,65536,9864,55672,4761,1297,2040,1766,0.1505126953125,0.0726470947265625,0.03786814957857132,0.09129531681537628,0.028401890769600868,77.29041822494474,28.43329570989427
574,5632,6144,train,65536,9449,56087,4356,1630,1852,1611,0.1441802978515625,0.06646728515625,0.042161326855421066,0.1156456470489502,0.029781393706798553,77.31341509621821,28.43329570989427
575,5888,0,train,65536,5818,59718,2572,460,1833,953,0.088775634765625,0.03924560546875,0.024814782664179802,0.08349999785423279,0.019097402691841125,76.76149018565516,28.41029883862081
576,5888,256,train,65536,6687,58849,3420,37,3101,129,0.1020355224609375,0.05218505859375,0.0218439269810915,0.05142746493220329,0.018482355400919914,76.78448705692863,28.41029883862081
577,5888,512,train,65536,8339,57197,4301,30,3707,301,0.1272430419921875,0.0656280517578125,0.02794862911105156,0.07474754750728607,0.021125612780451775,76.80748392820209,28.41029883862081
578,5888,768,train,65536,8709,56827,4750,8,3868,83,0.1328887939453125,0.072479248046875,0.024282794445753098,0.06675098091363907,0.017774350941181183,76.83048079947555,28.41029883862081
579,5888,1024,train,65536,7702,57834,4453,180,2937,132,0.117523193359375,0.0679473876953125,0.02053728699684143,0.056772638112306595,0.015711672604084015,76.853477670749,28.41029883862081
580,5888,1280,train,65536,9417,56119,6433,116,2810,58,0.1436920166015625,0.0981597900390625,0.021665694192051888,0.05844524875283241,0.015493934974074364,76.87647454202246,28.41029883862081
581,5888,1536,train,65536,9398,56138,6763,474,1616,545,0.143402099609375,0.1031951904296875,0.03292009234428406,0.06686419248580933,0.027237551286816597,76.89947141329593,28.41029883862081
582,5888,1792,train,65536,8440,57096,5150,753,2071,466,0.1287841796875,0.078582763671875,0.030477222055196762,0.07339389622211456,0.024133225902915,76.92246828456939,28.41029883862081
583,5888,2048,train,65536,8007,57529,4878,933,1516,680,0.1221771240234375,0.074432373046875,0.030774859711527824,0.08337157964706421,0.023454343900084496,76.94546515584284,28.41029883862081
584,5888,2304,train,65536,8948,56588,5133,874,2357,584,0.13653564453125,0.0783233642578125,0.02960928902029991,0.07502835988998413,0.022427378222346306,76.9684620271163,28.41029883862081
585,5888,2560,train,65536,7696,57840,3829,688,2473,706,0.117431640625,0.0584259033203125,0.03460622578859329,0.09521185606718063,0.026542244479060173,76.99145889838977,28.41029883862081
586,5888,2816,train,65536,7855,57681,4026,976,2120,733,0.1198577880859375,0.061431884765625,0.031223271042108536,0.07317661494016647,0.02551005780696869,77.01445576966323,28.41029883862081
587,5888,3072,train,65536,9546,55990,4072,1505,2289,1680,0.145660400390625,0.0621337890625,0.03934875875711441,0.09044242650270462,0.030637560412287712,77.03745264093668,28.41029883862081
588,5888,3328,train,65536,8154,57382,3120,1409,2040,1585,0.124420166015625,0.047607421875,0.035588931292295456,0.09709947556257248,0.026848262175917625,77.06044951221014,28.41029883862081
589,5888,3584,train,65536,9100,56436,4140,1450,2114,1396,0.13885498046875,0.06317138671875,0.04485957697033882,0.11030536890029907,0.03430679813027382,77.0834463834836,28.41029883862081
590,5888,3840,train,65536,9892,55644,4763,1334,2228,1567,0.15093994140625,0.0726776123046875,0.04228450357913971,0.10282856971025467,0.03152140602469444,77.10644325475707,28.41029883862081
591,5888,4096,train,65536,7815,57721,4198,371,2941,305,0.1192474365234375,0.064056396484375,0.024731619283556938,0.06200643256306648,0.019684884697198868,77.12944012603053,28.41029883862081
592,5888,4352,train,65536,7213,58323,3380,781,2132,920,0.1100616455078125,0.05157470703125,0.041111551225185394,0.08260171115398407,0.03598032519221306,77.15243699730398,28.41029883862081
593,5888,4608,train,65536,9715,55821,5611,457,2237,1410,0.1482391357421875,0.0856170654296875,0.03788566216826439,0.08896338939666748,0.028996175155043602,77.17543386857744,28.41029883862081
594,5888,4864,train,65536,8330,57206,3399,712,2308,1911,0.127105712890625,0.0518646240234375,0.047475073486566544,0.11287948489189148,0.0379512719810009,77.1984307398509,28.41029883862081
595,5888,5120,train,65536,9097,56439,4415,1211,2056,1415,0.1388092041015625,0.0673675537109375,0.030175546184182167,0.07509283721446991,0.022935651242733,77.22142761112437,28.41029883862081
596,5888,5376,train,65536,9566,55970,5098,692,2752,1024,0.145965576171875,0.077789306640625,0.04334229975938797,0.1129266545176506,0.03144943341612816,77.24442448239782,28.41029883862081
597,5888,5632,train,65536,9325,56211,5107,781,2429,1008,0.1422882080078125,0.0779266357421875,0.0365397110581398,0.09816708415746689,0.026316171512007713,77.26742135367128,28.41029883862081
598,5888,5888,train,65536,9714,55822,4203,1404,2073,2034,0.148223876953125,0.0641326904296875,0.04888012260198593,0.10669825226068497,0.03881876543164253,77.29041822494474,28.41029883862081
599,5888,6144,train,65536,9190,56346,4145,1766,1346,1933,0.140228271484375,0.0632476806640625,0.04457781836390495,0.11721540987491608,0.03273067623376846,77.31341509621821,28.41029883862081
600,6144,0,train,65536,5688,59848,3005,171,1884,628,0.0867919921875,0.0458526611328125,0.03494739532470703,0.0921901986002922,0.029506992548704147,76.76149018565516,28.38730196734735
601,6144,256,train,65536,6539,58997,3262,87,2725,465,0.0997772216796875,0.049774169921875,0.023852286860346794,0.06997819244861603,0.018739869818091393,76.78448705692863,28.38730196734735
602,6144,512,train,65536,8579,56957,4835,7,3684,53,0.1309051513671875,0.0737762451171875,0.021263496950268745,0.05974408984184265,0.015467457473278046,76.80748392820209,28.38730196734735
603,6144,768,train,65536,7725,57811,4433,127,3082,83,0.1178741455078125,0.0676422119140625,0.019389072433114052,0.050421830266714096,0.015242315828800201,76.83048079947555,28.38730196734735
604,6144,1024,train,65536,8131,57405,4798,371,2781,181,0.1240692138671875,0.073211669921875,0.019198285415768623,0.06097554787993431,0.013280841521918774,76.853477670749,28.38730196734735
605,6144,1280,train,65536,9660,55876,6168,866,2110,516,0.14739990234375,0.0941162109375,0.027417682111263275,0.07047724723815918,0.019973423331975937,76.87647454202246,28.38730196734735
606,6144,1536,train,65536,8237,57299,4838,840,1853,706,0.1256866455078125,0.073822021484375,0.02835956960916519,0.07785488665103912,0.021244384348392487,76.89947141329593,28.38730196734735
607,6144,1792,train,65536,8623,56913,5177,671,2069,706,0.1315765380859375,0.0789947509765625,0.02930567041039467,0.06951313465833664,0.023213760927319527,76.92246828456939,28.38730196734735
608,6144,2048,train,65536,6898,58638,3721,510,2262,405,0.105255126953125,0.0567779541015625,0.02243971824645996,0.07833912968635559,0.015863874927163124,76.94546515584284,28.38730196734735
609,6144,2304,train,65536,7946,57590,4341,560,2282,763,0.121246337890625,0.0662384033203125,0.028100941330194473,0.0693134292960167,0.02241463214159012,76.9684620271163,28.38730196734735
610,6144,2560,train,65536,7836,57700,4420,666,2525,225,0.11956787109375,0.06744384765625,0.026111558079719543,0.06565225124359131,0.020741699263453484,76.99145889838977,28.38730196734735
611,6144,2816,train,65536,8729,56807,4662,804,2727,536,0.1331939697265625,0.071136474609375,0.03311191499233246,0.07169415801763535,0.027183346450328827,77.01445576966323,28.38730196734735
612,6144,3072,train,65536,8367,57169,4330,602,2858,577,0.1276702880859375,0.066070556640625,0.03019212745130062,0.0701548233628273,0.02434336394071579,77.03745264093668,28.38730196734735
613,6144,3328,train,65536,8078,57458,3833,599,2633,1013,0.123260498046875,0.0584869384765625,0.03314977139234543,0.0905831977725029,0.02507522888481617,77.06044951221014,28.38730196734735
614,6144,3584,train,65536,8840,56696,5313,761,2155,611,0.1348876953125,0.0810699462890625,0.0268123559653759,0.06787669658660889,0.020409634336829185,77.0834463834836,28.38730196734735
615,6144,3840,train,65536,6862,58674,3591,626,1727,918,0.104705810546875,0.0547943115234375,0.02989339642226696,0.08377426862716675,0.023591957986354828,77.10644325475707,28.38730196734735
616,6144,4096,train,65536,8969,56567,4219,342,2114,2294,0.1368560791015625,0.0643768310546875,0.04479599744081497,0.10477103292942047,0.03528663516044617,77.12944012603053,28.38730196734735
617,6144,4352,train,65536,7383,58153,3288,622,1126,2347,0.1126556396484375,0.0501708984375,0.04142756387591362,0.11636227369308472,0.03191399201750755,77.15243699730398,28.38730196734735
618,6144,4608,train,65536,9906,55630,4196,1885,1762,2063,0.151153564453125,0.06402587890625,0.04602261260151863,0.1086459755897522,0.03487130627036095,77.17543386857744,28.38730196734735
619,6144,4864,train,65536,8893,56643,4623,1758,1193,1319,0.1356964111328125,0.0705413818359375,0.043564509600400925,0.10874923318624496,0.03333045542240143,77.1984307398509,28.38730196734735
620,6144,5120,train,65536,7815,57721,3138,1246,2240,1191,0.1192474365234375,0.047882080078125,0.040019698441028595,0.10455311834812164,0.031282342970371246,77.22142761112437,28.38730196734735
621,6144,5376,train,65536,7707,57829,3933,805,2000,969,0.1175994873046875,0.0600128173828125,0.02978404611349106,0.07970733195543289,0.023130659013986588,77.24442448239782,28.38730196734735
622,6144,5632,train,65536,7962,57574,3814,921,1958,1269,0.121490478515625,0.058197021484375,0.03400171548128128,0.09285222738981247,0.025863181799650192,77.26742135367128,28.38730196734735
623,6144,5888,train,65536,8855,56681,3777,1165,1910,2003,0.1351165771484375,0.0576324462890625,0.04004834592342377,0.10659808665513992,0.02965160459280014,77.29041822494474,28.38730196734735
624,6144,6144,train,65536,9201,56335,4278,1506,1726,1691,0.1403961181640625,0.065277099609375,0.03944575786590576,0.10430662333965302,0.02885225974023342,77.31341509621821,28.38730196734735
625,6400,0,train,65536,6727,58809,3382,152,2648,545,0.1026458740234375,0.051605224609375,0.02136584371328354,0.05911413952708244,0.01704791933298111,76.76149018565516,28.364305096073892
626,6400,256,train,65536,7005,58531,3358,98,2616,933,0.1068878173828125,0.051239013671875,0.026853244751691818,0.07047298550605774,0.02163282409310341,76.78448705692863,28.364305096073892
627,6400,512,train,65536,7541,57995,4188,91,3087,175,0.1150665283203125,0.06390380859375,0.022989414632320404,0.057498566806316376,0.018502241000533104,76.80748392820209,28.364305096073892
628,6400,768,train,65536,6850,58686,4303,119,2215,213,0.104522705078125,0.0656585693359375,0.020182767882943153,0.05962175875902176,0.015579337254166603,76.83048079947555,28.364305096073892
629,6400,1024,train,65536,6734,58802,3701,59,2812,162,0.102752685546875,0.0564727783203125,0.017702987417578697,0.051017168909311295,0.01388784870505333,76.853477670749,28.364305096073892
630,6400,1280,train,65536,6970,58566,3539,1361,1912,158,0.106353759765625,0.0540008544921875,0.026354901492595673,0.09145522117614746,0.0186072438955307,76.87647454202246,28.364305096073892
631,6400,1536,train,65536,7805,57731,3618,1203,1928,1056,0.1190948486328125,0.055206298828125,0.030334658920764923,0.09402810037136078,0.021723559126257896,76.89947141329593,28.364305096073892
632,6400,1792,train,65536,7728,57808,3883,996,1617,1232,0.117919921875,0.0592498779296875,0.03847024217247963,0.11881198734045029,0.02772984467446804,76.92246828456939,28.364305096073892
633,6400,2048,train,65536,6915,58621,3208,635,2049,1023,0.1055145263671875,0.0489501953125,0.03652619943022728,0.12292014062404633,0.02633507177233696,76.94546515584284,28.364305096073892
634,6400,2304,train,65536,9575,55961,6047,682,2514,332,0.1461029052734375,0.0922698974609375,0.02681177482008934,0.07039301842451096,0.019354967400431633,76.9684620271163,28.364305096073892
635,6400,2560,train,65536,6336,59200,3251,455,2064,566,0.0966796875,0.0496063232421875,0.024069221690297127,0.07272636890411377,0.018861591815948486,76.99145889838977,28.364305096073892
636,6400,2816,train,65536,9798,55738,6489,27,3169,113,0.149505615234375,0.0990142822265625,0.028292356058955193,0.06807702034711838,0.021298741921782494,77.01445576966323,28.364305096073892
637,6400,3072,train,65536,8269,57267,4919,159,2722,469,0.1261749267578125,0.0750579833984375,0.026619702577590942,0.07806142419576645,0.019191838800907135,77.03745264093668,28.364305096073892
638,6400,3328,train,65536,7565,57971,4560,481,1885,639,0.1154327392578125,0.069580078125,0.03130272775888443,0.07258392870426178,0.025915682315826416,77.06044951221014,28.364305096073892
639,6400,3584,train,65536,8094,57442,4630,477,2467,520,0.123504638671875,0.070648193359375,0.02803151309490204,0.06534987688064575,0.022773081436753273,77.0834463834836,28.364305096073892
640,6400,3840,train,65536,8991,56545,5094,592,2276,1029,0.1371917724609375,0.077728271484375,0.03597844019532204,0.08801267296075821,0.02770468033850193,77.10644325475707,28.364305096073892
641,6400,4096,train,65536,10613,54923,5540,671,2588,1814,0.1619415283203125,0.08453369140625,0.04414799436926842,0.10749150812625885,0.031907860189676285,77.12944012603053,28.364305096073892
642,6400,4352,train,65536,10573,54963,5456,1169,2097,1851,0.1613311767578125,0.083251953125,0.046331968158483505,0.1059701144695282,0.03485963121056557,77.15243699730398,28.364305096073892
643,6400,4608,train,65536,7528,58008,3361,1947,1227,993,0.1148681640625,0.0512847900390625,0.03899523615837097,0.09077627211809158,0.03227534145116806,77.17543386857744,28.364305096073892
644,6400,4864,train,65536,7003,58533,3480,643,2355,525,0.1068572998046875,0.0531005859375,0.022517535835504532,0.049042291939258575,0.019344061613082886,77.1984307398509,28.364305096073892
645,6400,5120,train,65536,8140,57396,4200,1847,1403,690,0.12420654296875,0.0640869140625,0.02924637496471405,0.07460708916187286,0.022813238203525543,77.22142761112437,28.364305096073892
646,6400,5376,train,65536,8173,57363,5155,828,1723,467,0.1247100830078125,0.0786590576171875,0.021675480529665947,0.05747760087251663,0.016574444249272346,77.24442448239782,28.364305096073892
647,6400,5632,train,65536,7558,57978,4138,712,1440,1268,0.115325927734375,0.063140869140625,0.02962995134294033,0.09080558270215988,0.02165510691702366,77.26742135367128,28.364305096073892
648,6400,5888,train,65536,9472,56064,4287,1311,1022,2852,0.14453125,0.0654144287109375,0.046722445636987686,0.10909802466630936,0.03618410602211952,77.29041822494474,28.364305096073892
649,6400,6144,train,65536,8502,57034,4560,1382,1094,1466,0.129730224609375,0.069580078125,0.03529873862862587,0.09201499074697495,0.02684410661458969,77.31341509621821,28.364305096073892
650,6656,0,train,65536,7537,57999,4174,209,2910,244,0.1150054931640625,0.063690185546875,0.02040913701057434,0.05919351801276207,0.01536908745765686,76.76149018565516,28.341308224800432
651,6656,256,train,65536,7708,57828,4174,163,3274,97,0.11761474609375,0.063690185546875,0.02085769549012184,0.05286270007491112,0.016591692343354225,76.78448705692863,28.341308224800432
652,6656,512,train,65536,9671,55865,5047,25,4583,16,0.1475677490234375,0.0770111083984375,0.018203530460596085,0.05611415579915047,0.011640680953860283,76.80748392820209,28.341308224800432
653,6656,768,train,65536,6782,58754,4029,37,2620,96,0.103485107421875,0.0614776611328125,0.018437281250953674,0.04751899093389511,0.015080365352332592,76.83048079947555,28.341308224800432
